VendorID,VendorName,Category,ItemMaterial,UnitPrice,PriceScore,QualityScore,DeliveryScore,ComplaintCount,ReliabilityScore,OnTimeDeliveryRate,ContractValue,VendorScore,RiskLevel
V1244,Digital Edge Suppliers,Electrical Items,Electrical Components,15050,43,47,52,14,56,45,978703,47.1,High
V1245,SmartTech Distributors,Raw Materials,Plastic Materials,10400,73,53,91,14,43,55,4690319,61.3,Medium
V1246,TechGlobal Solutions,Electrical Items,LED Lighting,2650,69,43,81,3,60,67,4523639,64.7,Medium
V1247,ABC Raw Materials,Safety Equipment,Fire Extinguishers,21700,60,64,92,20,67,68,3241622,62.8,Medium
V1248,Elite Office Solutions,Electrical Items,Electrical Cables,1150,41,48,56,1,59,71,3816376,54.75,High
V1249,Lanka Industrial Suppliers,Logistics Services,Freight Transportation,188400,92,91,55,4,63,51,3473478,77.35,Medium
V1250,Prime Stationery Traders,Office Supplies,Ink Cartridges,30400,52,71,52,4,47,53,3160455,58.55,High
V1251,TechGlobal Solutions,Electrical Items,Switches and Sockets,3100,74,84,84,1,54,42,550342,76.6,Medium
V1252,FutureNet Technologies,Mechanical Parts,Gears,84900,94,93,64,3,56,94,2788844,79.25,Medium
V1253,OfficeMart Lanka,Safety Equipment,Protective Clothing,4350,45,56,66,9,68,67,4705448,57.55,High
V1254,ABC Raw Materials,Electrical Items,Circuit Breakers,17300,75,47,64,17,44,42,677225,53.6,High
V1255,OfficeMart Lanka,Office Supplies,Office Consumables,2100,80,54,70,11,57,50,4061782,63.4,Medium
V1256,OfficeMart Lanka,Mechanical Parts,Replacement Parts,101950,96,67,73,13,94,53,2085454,77.65,Medium
V1257,Lanka Industrial Suppliers,Office Supplies,Printer Paper,3100,52,67,98,19,54,64,558933,60.65,Medium
V1258,Lanka Industrial Suppliers,IT Equipment,Printers,120300,60,46,50,20,49,56,242870,46.3,High
V1259,Elite Office Solutions,IT Equipment,Computer Accessories,5000,49,90,98,10,80,40,4556959,75.35,Medium
V1260,SmartTech Distributors,Safety Equipment,Safety Helmets,6950,51,88,56,5,65,83,2926826,66.45,Medium
V1261,Elite Office Solutions,Safety Equipment,Protective Gloves,1250,56,71,60,15,83,75,2270969,62.85,Medium
V1262,Digital Edge Suppliers,IT Equipment,Laptop Computers,147150,60,54,82,20,60,87,3592059,56.9,High
V1263,TechGlobal Solutions,Mechanical Parts,Industrial Components,6550,84,51,41,20,67,61,169808,55.35,High
V1264,FutureNet Technologies,Furniture,Office Chairs,56450,79,66,80,9,84,57,2014151,74.55,Medium
V1265,Digital Edge Suppliers,Electrical Items,Electrical Components,13450,90,76,51,3,74,97,3138666,75.0,Medium
V1266,Elite Office Solutions,Furniture,Storage Cabinets,60050,94,72,77,9,56,60,1409022,73.6,Medium
V1267,TechGlobal Solutions,Office Supplies,Stationery,3000,90,79,46,14,68,89,4798144,68.05,Medium
V1268,FutureNet Technologies,Office Supplies,Files and Folders,1750,89,81,41,9,65,76,2672387,69.2,Medium
V1269,SmartTech Distributors,IT Equipment,Desktop Computers,116350,99,84,79,14,85,88,3443375,81.55,Low
V1270,Elite Office Solutions,Safety Equipment,Safety Shoes,5050,67,92,48,9,92,77,335378,73.25,Medium
V1271,Prime Stationery Traders,Raw Materials,Metal Materials,32200,41,55,83,20,97,70,1966667,60.0,Medium
V1272,Elite Office Solutions,Safety Equipment,Fire Extinguishers,18750,89,55,71,0,94,90,274440,79.0,Medium
V1273,TechGlobal Solutions,Mechanical Parts,Bearings,25150,62,67,55,5,67,53,982036,64.15,Medium
V1274,Alpha IT Systems,Furniture,Meeting Tables,115800,67,64,86,4,71,48,4136794,72.15,Medium
V1275,ABC Raw Materials,Electrical Items,LED Lighting,6100,91,51,67,10,92,47,1191497,72.3,Medium
V1276,TechGlobal Solutions,IT Equipment,Network Equipment,37300,52,89,64,20,84,99,2766184,64.85,Medium
V1277,FutureNet Technologies,Raw Materials,Production Materials,38900,87,87,50,6,72,96,967918,74.9,Medium
V1278,Elite Office Solutions,Safety Equipment,Protective Clothing,5850,94,91,96,4,93,46,1963546,92.05,Low
V1279,FutureNet Technologies,Office Supplies,Ink Cartridges,29550,84,41,65,9,77,89,735109,65.15,Medium
V1280,TechGlobal Solutions,Furniture,Office Furniture,167150,59,75,63,16,100,78,177256,68.1,Medium
V1281,SmartTech Distributors,Safety Equipment,Safety Helmets,2900,81,79,52,6,86,82,972377,74.6,Medium
V1282,OfficeMart Lanka,IT Equipment,Printers,106250,92,48,98,2,65,48,1233321,76.6,Medium
V1283,Elite Office Solutions,Logistics Services,Local Delivery,34200,73,43,62,3,48,86,4168380,59.5,High
V1284,ABC Raw Materials,Safety Equipment,Protective Gloves,1850,53,58,66,2,84,70,4886184,66.75,Medium
V1285,Alpha IT Systems,Office Supplies,Office Consumables,1800,69,54,87,14,71,79,782698,65.35,Medium
V1286,TechGlobal Solutions,Office Supplies,Printer Paper,5500,55,91,77,1,89,81,2933220,79.2,Medium
V1287,ABC Raw Materials,Furniture,Office Desks,86300,62,95,66,5,83,90,3641874,76.55,Medium
V1288,Digital Edge Suppliers,Raw Materials,Packaging Materials,1350,99,88,64,9,91,97,1209463,83.25,Low
V1289,FutureNet Technologies,Mechanical Parts,Machine Components,88900,55,62,95,19,81,63,4370673,64.95,Medium
V1290,OfficeMart Lanka,IT Equipment,Computer Accessories,11750,58,85,77,6,54,60,1964649,68.95,Medium
V1291,Alpha IT Systems,Furniture,Office Chairs,33500,89,74,85,9,92,89,1546251,81.65,Low
V1292,SmartTech Distributors,Furniture,Storage Cabinets,76850,92,89,54,0,70,93,3736070,80.05,Low
V1293,OfficeMart Lanka,Electrical Items,Electrical Cables,2050,75,85,41,17,72,40,1988538,64.1,Medium
V1294,Lanka Industrial Suppliers,Logistics Services,Warehouse Services,74700,71,67,75,20,75,51,3155990,64.5,Medium
V1295,Alpha IT Systems,Furniture,Meeting Tables,202250,44,88,60,13,54,61,4602904,59.3,High
V1296,ABC Raw Materials,Electrical Items,Switches and Sockets,1400,70,72,42,10,51,69,2879199,59.1,High
V1297,ABC Raw Materials,Mechanical Parts,Gears,8250,54,54,82,1,67,52,1036094,66.3,Medium
V1298,Elite Office Solutions,IT Equipment,Laptop Computers,175450,91,87,74,20,77,44,408472,74.7,Medium
V1299,Alpha IT Systems,Safety Equipment,Safety Shoes,8600,66,44,84,18,56,80,2163113,56.5,High
V1300,Digital Edge Suppliers,Mechanical Parts,Replacement Parts,90050,52,51,90,8,71,60,4214584,63.95,Medium
V1301,TechGlobal Solutions,Mechanical Parts,Industrial Components,29850,61,44,72,8,67,76,3477649,60.05,Medium
V1302,Alpha IT Systems,Mechanical Parts,Bearings,42650,98,51,75,12,98,81,4918051,75.85,Medium
V1303,ABC Raw Materials,Electrical Items,Circuit Breakers,3300,55,69,51,12,46,57,4058504,54.4,High
V1304,Prime Stationery Traders,Mechanical Parts,Machine Components,138600,96,46,49,10,90,59,468753,68.3,Medium
V1305,ABC Raw Materials,IT Equipment,Desktop Computers,224200,57,91,51,5,44,63,717948,63.5,Medium
V1306,Lanka Industrial Suppliers,Electrical Items,Electrical Components,13000,74,87,83,16,53,61,4201567,69.45,Medium
V1307,SmartTech Distributors,Mechanical Parts,Gears,70300,44,58,49,13,92,46,4542928,57.2,High
V1308,Alpha IT Systems,Logistics Services,Cargo Handling,83800,97,100,79,14,44,68,423108,76.85,Medium
V1309,Alpha IT Systems,Office Supplies,Stationery,1400,73,85,64,4,44,49,3519779,69.1,Medium
V1310,OfficeMart Lanka,Furniture,Office Furniture,89000,52,90,41,6,67,83,1653622,64.1,Medium
V1311,FutureNet Technologies,Raw Materials,Industrial Raw Materials,38550,97,99,97,6,58,52,2644731,87.0,Low
V1312,ABC Raw Materials,Raw Materials,Plastic Materials,10400,80,55,99,16,94,91,2482192,74.35,Medium
V1313,SmartTech Distributors,Office Supplies,Files and Folders,1200,94,89,72,6,53,57,4103312,77.75,Medium
V1314,Prime Stationery Traders,Office Supplies,Ink Cartridges,9300,62,98,56,12,92,60,1680503,73.6,Medium
V1315,Lanka Industrial Suppliers,Logistics Services,Transport Services,54200,40,54,73,13,52,70,3062279,52.0,High
V1316,OfficeMart Lanka,Furniture,Office Desks,46350,53,96,66,4,40,65,765797,66.45,Medium
V1317,Prime Stationery Traders,Furniture,Office Chairs,21450,76,44,64,17,51,69,367173,54.5,High
V1318,TechGlobal Solutions,Raw Materials,Metal Materials,32600,80,52,79,9,78,65,4441118,69.9,Medium
V1319,OfficeMart Lanka,Mechanical Parts,Replacement Parts,114650,88,53,80,14,83,91,85052,70.85,Medium
V1320,ABC Raw Materials,IT Equipment,Network Equipment,23350,58,83,86,19,76,89,1995929,68.15,Medium
V1321,Lanka Industrial Suppliers,Logistics Services,Freight Transportation,181000,100,50,81,1,80,61,3378820,79.2,Medium
V1322,Digital Edge Suppliers,Mechanical Parts,Industrial Components,87250,52,55,44,7,61,62,588796,54.25,High
V1323,OfficeMart Lanka,Electrical Items,LED Lighting,16950,82,89,56,5,54,52,4312691,72.25,Medium
V1324,Alpha IT Systems,Safety Equipment,Fire Extinguishers,17550,98,56,97,17,51,69,3219804,69.6,Medium
V1325,Elite Office Solutions,Mechanical Parts,Bearings,37400,75,67,69,12,84,50,2905238,70.1,Medium
V1326,Lanka Industrial Suppliers,Safety Equipment,Protective Clothing,6100,75,91,100,18,68,43,2314643,76.1,Medium
V1327,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,4150,41,84,54,3,58,93,4017812,62.15,Medium
V1328,Digital Edge Suppliers,Office Supplies,Office Consumables,6950,82,44,41,12,93,93,845624,62.3,Medium
V1329,Alpha IT Systems,Mechanical Parts,Machine Components,42950,60,92,91,15,90,52,4078957,76.7,Medium
V1330,Digital Edge Suppliers,Office Supplies,Printer Paper,5350,81,86,45,7,96,64,805831,76.45,Medium
V1331,Alpha IT Systems,Office Supplies,Stationery,1700,96,58,50,15,91,73,4717744,69.2,Medium
V1332,SmartTech Distributors,Mechanical Parts,Gears,54000,44,61,55,2,93,72,4614433,64.85,Medium
V1333,OfficeMart Lanka,Logistics Services,Local Delivery,19400,66,51,57,15,56,74,642849,54.35,High
V1334,Digital Edge Suppliers,Mechanical Parts,Replacement Parts,56450,78,56,77,1,75,57,1576299,73.4,Medium
V1335,Elite Office Solutions,Office Supplies,Files and Folders,2050,93,84,80,12,65,94,3316191,77.25,Medium
V1336,Alpha IT Systems,Logistics Services,Warehouse Services,40300,69,43,99,11,44,87,2807007,61.1,Medium
V1337,Elite Office Solutions,IT Equipment,Printers,170550,66,100,90,2,54,92,3250385,79.3,Medium
V1338,FutureNet Technologies,IT Equipment,Computer Accessories,34450,97,85,72,15,55,78,2193126,73.4,Medium
V1339,ABC Raw Materials,Raw Materials,Production Materials,25600,93,75,50,12,63,93,504896,68.6,Medium
V1340,Prime Stationery Traders,Logistics Services,Cargo Handling,84100,98,60,58,13,79,84,1823682,70.4,Medium
V1341,TechGlobal Solutions,Raw Materials,Packaging Materials,3900,67,54,78,10,73,93,4888201,65.45,Medium
V1342,Lanka Industrial Suppliers,Mechanical Parts,Industrial Components,62950,42,43,72,15,100,60,3666044,58.15,High
V1343,FutureNet Technologies,Electrical Items,Switches and Sockets,5400,88,57,76,16,74,57,3466325,68.25,Medium
V1344,TechGlobal Solutions,Electrical Items,Circuit Breakers,8400,92,43,99,8,42,49,455965,67.95,Medium
V1345,FutureNet Technologies,Logistics Services,Transport Services,134700,73,88,88,17,92,48,2796787,77.75,Medium
V1346,FutureNet Technologies,Office Supplies,Ink Cartridges,12400,45,51,98,1,80,63,4090866,69.1,Medium
V1347,Alpha IT Systems,Raw Materials,Industrial Raw Materials,51600,69,82,57,14,100,91,2130608,72.15,Medium
V1348,Lanka Industrial Suppliers,IT Equipment,Laptop Computers,218900,67,61,86,8,88,57,2832466,72.8,Medium
V1349,Digital Edge Suppliers,Safety Equipment,Safety Helmets,3300,95,63,89,12,49,67,1976106,71.1,Medium
V1350,Elite Office Solutions,Electrical Items,Electrical Components,16950,88,87,43,15,41,60,73324,63.05,Medium
V1351,Digital Edge Suppliers,Electrical Items,LED Lighting,8100,90,66,65,5,90,60,3091927,77.5,Medium
V1352,Elite Office Solutions,Mechanical Parts,Bearings,18600,93,91,43,8,40,75,1497990,68.6,Medium
V1353,OfficeMart Lanka,IT Equipment,Desktop Computers,165450,46,95,83,14,43,44,734888,63.45,Medium
V1354,ABC Raw Materials,Mechanical Parts,Machine Components,172950,47,63,45,12,68,80,3667776,54.1,High
V1355,OfficeMart Lanka,Logistics Services,Freight Transportation,146450,48,65,54,17,43,92,1543172,49.15,High
V1356,Digital Edge Suppliers,Furniture,Storage Cabinets,59000,70,71,50,5,82,82,3415459,69.15,Medium
V1357,Digital Edge Suppliers,Raw Materials,Plastic Materials,8700,50,56,45,13,93,63,2980920,57.6,High
V1358,Lanka Industrial Suppliers,IT Equipment,Network Equipment,79400,47,69,80,18,56,72,4281707,57.2,High
V1359,Alpha IT Systems,IT Equipment,Printers,91900,84,86,99,6,74,48,361259,84.1,Low
V1360,Alpha IT Systems,Furniture,Meeting Tables,104650,73,85,82,11,67,47,621454,73.8,Medium
V1361,Digital Edge Suppliers,Raw Materials,Metal Materials,23050,92,55,63,16,98,54,4910205,70.95,Medium
V1362,Alpha IT Systems,Safety Equipment,Protective Gloves,2500,63,78,77,15,44,92,2357204,61.95,Medium
V1363,FutureNet Technologies,Electrical Items,Electrical Cables,2650,84,76,74,13,48,40,4980382,67.9,Medium
V1364,Elite Office Solutions,Raw Materials,Production Materials,5150,93,52,77,3,54,71,2765783,70.95,Medium
V1365,SmartTech Distributors,Office Supplies,Office Consumables,3050,75,59,78,0,46,53,4196512,68.3,Medium
V1366,Alpha IT Systems,Logistics Services,Local Delivery,12250,99,47,87,12,77,88,453014,73.3,Medium
V1367,Digital Edge Suppliers,IT Equipment,Computer Accessories,10150,82,79,85,6,43,53,3288592,72.85,Medium
V1368,TechGlobal Solutions,Raw Materials,Packaging Materials,3500,43,80,77,6,47,83,4834187,62.55,Medium
V1369,Lanka Industrial Suppliers,Raw Materials,Industrial Raw Materials,37250,74,57,93,7,97,86,2368889,77.25,Medium
V1370,Alpha IT Systems,Logistics Services,Warehouse Services,8650,86,58,46,8,49,83,4595282,61.0,Medium
V1371,Alpha IT Systems,Furniture,Office Furniture,153600,84,97,67,3,90,86,3493418,85.15,Low
V1372,OfficeMart Lanka,Electrical Items,Switches and Sockets,2850,66,56,65,6,98,97,4319696,70.1,Medium
V1373,SmartTech Distributors,Safety Equipment,Safety Shoes,11500,52,58,66,7,99,87,1985101,67.0,Medium
V1374,Prime Stationery Traders,Logistics Services,Cargo Handling,86550,98,45,100,7,89,65,1968061,80.05,Low
V1375,Prime Stationery Traders,Office Supplies,Printer Paper,3700,44,92,42,10,58,93,2868041,59.0,High
V1376,OfficeMart Lanka,Electrical Items,Circuit Breakers,16900,60,72,76,15,65,60,113247,63.7,Medium
V1377,SmartTech Distributors,Office Supplies,Stationery,600,97,53,90,14,99,98,2545472,78.3,Medium
V1378,Lanka Industrial Suppliers,Mechanical Parts,Gears,60350,78,50,44,19,83,94,2187453,57.9,High
V1379,OfficeMart Lanka,Electrical Items,Electrical Components,11200,66,93,50,10,100,83,2887853,74.75,Medium
V1380,Digital Edge Suppliers,Office Supplies,Files and Folders,1550,88,94,44,18,80,76,1024059,71.3,Medium
V1381,OfficeMart Lanka,Office Supplies,Ink Cartridges,26400,81,54,45,2,100,53,1230384,71.75,Medium
V1382,Prime Stationery Traders,Raw Materials,Plastic Materials,7200,81,44,55,17,65,73,4561370,56.75,High
V1383,Lanka Industrial Suppliers,Raw Materials,Metal Materials,34950,48,70,100,1,70,48,4535839,73.0,Medium
V1384,Digital Edge Suppliers,Office Supplies,Office Consumables,900,76,43,89,20,60,48,2721880,59.55,High
V1385,ABC Raw Materials,Mechanical Parts,Replacement Parts,119550,71,49,98,9,53,68,2657599,65.7,Medium
V1386,FutureNet Technologies,Logistics Services,Transport Services,109850,70,44,62,4,91,67,520628,67.1,Medium
V1387,Elite Office Solutions,Safety Equipment,Fire Extinguishers,28200,62,88,60,13,83,78,2571451,69.6,Medium
V1388,FutureNet Technologies,Furniture,Office Desks,59700,76,59,69,13,53,83,2934121,61.65,Medium
V1389,ABC Raw Materials,Logistics Services,Freight Transportation,96100,60,78,51,5,86,80,1853587,69.4,Medium
V1390,FutureNet Technologies,Safety Equipment,Protective Clothing,13850,66,81,69,18,64,96,4362036,64.35,Medium
V1391,ABC Raw Materials,Mechanical Parts,Industrial Components,124000,67,96,53,1,62,75,380859,73.25,Medium
V1392,Prime Stationery Traders,Mechanical Parts,Bearings,8850,95,85,41,17,60,96,2201783,66.7,Medium
V1393,OfficeMart Lanka,IT Equipment,Laptop Computers,205950,62,86,40,10,89,65,4722119,67.8,Medium
V1394,Elite Office Solutions,Office Supplies,Printer Paper,3550,92,77,79,20,86,41,2340588,75.25,Medium
V1395,TechGlobal Solutions,Furniture,Office Chairs,57700,90,56,84,18,78,74,1525987,69.9,Medium
V1396,Prime Stationery Traders,Electrical Items,LED Lighting,18000,84,65,85,4,65,80,2285275,75.25,Medium
V1397,ABC Raw Materials,Safety Equipment,Safety Helmets,8300,58,66,45,8,70,95,3406950,60.0,Medium
V1398,Alpha IT Systems,Mechanical Parts,Machine Components,136200,96,77,91,18,83,54,4437659,79.05,Medium
V1399,TechGlobal Solutions,Office Supplies,Stationery,4050,82,90,46,17,91,69,3839048,71.9,Medium
V1400,OfficeMart Lanka,Furniture,Storage Cabinets,66250,50,95,63,15,70,84,1774209,65.35,Medium
V1401,TechGlobal Solutions,Furniture,Meeting Tables,214500,72,91,62,11,84,60,1370938,74.45,Medium
V1402,OfficeMart Lanka,Safety Equipment,Protective Gloves,700,83,70,42,14,83,98,4465210,66.25,Medium
V1403,FutureNet Technologies,Safety Equipment,Safety Shoes,7400,62,99,83,1,49,98,4230791,76.15,Medium
V1404,ABC Raw Materials,Mechanical Parts,Gears,81900,97,98,50,11,74,86,675947,78.05,Medium
V1405,ABC Raw Materials,Office Supplies,Files and Folders,1700,97,69,61,20,96,71,1448227,72.9,Medium
V1406,Alpha IT Systems,Raw Materials,Production Materials,90100,69,81,83,1,98,40,667214,83.2,Low
V1407,TechGlobal Solutions,Office Supplies,Ink Cartridges,27000,45,73,82,15,65,43,4994496,61.4,Medium
V1408,TechGlobal Solutions,Raw Materials,Packaging Materials,4300,78,45,85,8,53,54,962183,64.35,Medium
V1409,Digital Edge Suppliers,Safety Equipment,Fire Extinguishers,32500,54,99,45,7,46,100,736164,62.95,Medium
V1410,Alpha IT Systems,Logistics Services,Local Delivery,5350,66,61,75,16,85,51,1837176,65.75,Medium
V1411,Lanka Industrial Suppliers,Furniture,Office Furniture,92800,64,51,51,6,76,96,406808,61.15,Medium
V1412,TechGlobal Solutions,Logistics Services,Warehouse Services,81350,42,45,46,13,45,69,1461347,43.45,High
V1413,Lanka Industrial Suppliers,Raw Materials,Industrial Raw Materials,117900,50,74,47,16,73,53,1282292,57.0,High
V1414,OfficeMart Lanka,Furniture,Office Desks,82100,72,59,78,0,52,54,4048587,68.75,Medium
V1415,Alpha IT Systems,Mechanical Parts,Replacement Parts,56500,74,81,50,12,58,44,159861,64.35,Medium
V1416,TechGlobal Solutions,Safety Equipment,Protective Clothing,13200,65,67,61,2,87,99,1298328,71.6,Medium
V1417,SmartTech Distributors,Raw Materials,Plastic Materials,5050,69,46,43,0,89,49,454985,65.15,Medium
V1418,Alpha IT Systems,Electrical Items,Electrical Cables,3150,78,85,54,20,89,97,4071366,69.35,Medium
V1419,Prime Stationery Traders,Office Supplies,Office Consumables,5300,75,75,53,2,93,63,3293425,75.7,Medium
V1420,OfficeMart Lanka,Safety Equipment,Safety Helmets,6900,59,98,75,17,65,47,3381606,68.75,Medium
V1421,FutureNet Technologies,Furniture,Office Chairs,52100,55,51,41,3,89,45,3971657,61.0,Medium
V1422,Digital Edge Suppliers,Mechanical Parts,Industrial Components,80700,99,53,57,0,70,41,3184814,73.4,Medium
V1423,SmartTech Distributors,Electrical Items,Switches and Sockets,900,89,87,91,15,81,92,2606972,80.9,Low
V1424,TechGlobal Solutions,Mechanical Parts,Bearings,32800,50,86,80,9,43,42,1545561,64.1,Medium
V1425,Alpha IT Systems,Electrical Items,Circuit Breakers,13450,82,93,69,15,42,97,4454439,68.45,Medium
V1426,SmartTech Distributors,Raw Materials,Metal Materials,40900,98,75,86,2,100,43,1854488,89.45,Low
V1427,Elite Office Solutions,Furniture,Storage Cabinets,78250,91,91,48,16,85,44,2609478,74.1,Medium
V1428,Alpha IT Systems,Furniture,Meeting Tables,105450,96,43,87,14,87,85,3786507,72.55,Medium
V1429,FutureNet Technologies,Safety Equipment,Protective Gloves,3400,50,96,100,20,78,61,4844934,72.1,Medium
V1430,TechGlobal Solutions,Logistics Services,Cargo Handling,82850,72,100,75,17,68,65,4651380,73.1,Medium
V1431,SmartTech Distributors,Furniture,Office Furniture,126050,95,92,47,17,97,55,2508993,77.05,Medium
V1432,TechGlobal Solutions,Furniture,Office Desks,36800,41,68,91,5,71,52,4976530,67.15,Medium
V1433,OfficeMart Lanka,Furniture,Office Chairs,66050,80,94,97,5,43,99,1083860,79.0,Medium
V1434,ABC Raw Materials,Furniture,Storage Cabinets,84050,60,59,80,18,41,56,1696960,54.95,High
V1435,Alpha IT Systems,IT Equipment,Desktop Computers,157900,73,60,76,8,99,44,2887763,74.25,Medium
V1436,FutureNet Technologies,IT Equipment,Network Equipment,163600,80,93,92,18,47,55,976709,72.05,Medium
V1437,TechGlobal Solutions,IT Equipment,Printers,137800,99,68,74,3,43,98,1818279,73.65,Medium
V1438,OfficeMart Lanka,IT Equipment,Computer Accessories,33550,100,42,42,4,75,89,3180277,66.9,Medium
V1439,TechGlobal Solutions,Electrical Items,Electrical Components,14450,42,43,96,18,92,66,710583,59.85,High
V1440,Digital Edge Suppliers,Electrical Items,LED Lighting,9550,78,68,97,0,73,97,217301,80.5,Low
V1441,TechGlobal Solutions,Safety Equipment,Safety Shoes,5450,86,62,71,19,90,80,1266058,69.7,Medium
V1442,FutureNet Technologies,Mechanical Parts,Machine Components,109500,98,71,51,20,78,87,4990661,68.05,Medium
V1443,FutureNet Technologies,Office Supplies,Printer Paper,2150,40,96,56,17,48,72,4130474,56.3,High
V1444,Elite Office Solutions,IT Equipment,Laptop Computers,219100,48,43,60,9,64,90,2694360,53.05,High
V1445,Prime Stationery Traders,Electrical Items,Electrical Cables,250,40,88,95,1,40,89,2395868,68.5,Medium
V1446,FutureNet Technologies,Office Supplies,Stationery,3150,82,61,48,14,43,85,1561060,56.95,High
V1447,OfficeMart Lanka,Electrical Items,Switches and Sockets,2750,91,64,43,6,49,62,1437360,64.15,Medium
V1448,Digital Edge Suppliers,Furniture,Meeting Tables,150000,81,79,93,16,85,59,945565,77.6,Medium
V1449,Prime Stationery Traders,Safety Equipment,Fire Extinguishers,19950,74,58,81,8,90,74,3585621,73.2,Medium
V1450,SmartTech Distributors,Office Supplies,Files and Folders,2400,87,72,88,4,96,95,1439872,84.55,Low
V1451,OfficeMart Lanka,Electrical Items,Circuit Breakers,8850,63,40,59,13,73,85,3338336,55.65,High
V1452,Elite Office Solutions,Electrical Items,Electrical Components,17050,42,85,45,13,88,87,769455,61.85,Medium
V1453,SmartTech Distributors,Logistics Services,Transport Services,35600,60,51,42,17,49,63,4044423,47.45,High
V1454,TechGlobal Solutions,Raw Materials,Production Materials,70500,57,96,47,4,54,53,3508588,66.45,Medium
V1455,ABC Raw Materials,Office Supplies,Ink Cartridges,15600,57,72,76,3,51,43,4311128,66.15,Medium
V1456,Digital Edge Suppliers,Safety Equipment,Protective Clothing,6750,71,75,55,0,49,43,3319241,67.3,Medium
V1457,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,163650,90,70,81,15,69,64,440633,72.5,Medium
V1458,Digital Edge Suppliers,Logistics Services,Freight Transportation,228300,83,66,72,17,61,67,3859553,65.35,Medium
V1459,Elite Office Solutions,Electrical Items,LED Lighting,13950,48,70,97,4,50,47,3228606,66.9,Medium
V1460,Prime Stationery Traders,Electrical Items,Electrical Cables,2200,61,94,46,19,77,97,3676371,63.85,Medium
V1461,SmartTech Distributors,Office Supplies,Office Consumables,2800,69,43,41,16,61,87,1489033,50.4,High
V1462,Elite Office Solutions,Office Supplies,Printer Paper,5100,55,42,92,17,91,43,3423386,62.35,Medium
V1463,TechGlobal Solutions,Mechanical Parts,Gears,71250,58,80,93,9,58,75,4218771,70.2,Medium
V1464,Lanka Industrial Suppliers,Furniture,Office Furniture,129800,67,90,90,5,87,77,2466027,82.15,Low
V1465,Lanka Industrial Suppliers,Electrical Items,Switches and Sockets,6450,94,54,52,0,99,54,2199970,77.2,Medium
V1466,SmartTech Distributors,Raw Materials,Packaging Materials,1400,72,63,98,3,46,81,3396166,71.05,Medium
V1467,Lanka Industrial Suppliers,Raw Materials,Industrial Raw Materials,30950,90,68,91,8,66,89,3206597,76.9,Medium
V1468,Digital Edge Suppliers,Office Supplies,Stationery,1450,69,40,63,6,69,94,3516589,60.65,Medium
V1469,FutureNet Technologies,Electrical Items,Circuit Breakers,12250,55,64,60,12,47,46,2657326,55.15,High
V1470,Lanka Industrial Suppliers,Logistics Services,Local Delivery,13550,94,88,72,11,99,83,1433480,84.2,Low
V1471,Alpha IT Systems,Logistics Services,Warehouse Services,13350,79,52,67,1,100,49,3322073,75.65,Medium
V1472,FutureNet Technologies,Safety Equipment,Safety Helmets,2950,99,71,87,3,76,74,4364231,83.6,Low
V1473,Digital Edge Suppliers,IT Equipment,Network Equipment,100000,67,99,61,10,56,74,3054206,69.9,Medium
V1474,Elite Office Solutions,Electrical Items,Electrical Components,15350,46,64,68,11,74,40,1758234,60.4,Medium
V1475,FutureNet Technologies,Furniture,Office Desks,40000,77,75,87,0,48,63,3440069,75.0,Medium
V1476,Elite Office Solutions,Mechanical Parts,Replacement Parts,34750,82,91,64,12,42,61,4529455,68.45,Medium
V1477,FutureNet Technologies,IT Equipment,Printers,176950,98,63,82,12,84,83,1704278,77.45,Medium
V1478,FutureNet Technologies,Office Supplies,Files and Folders,1600,99,41,77,2,58,83,1011307,71.0,Medium
V1479,Alpha IT Systems,Logistics Services,Cargo Handling,43850,61,85,54,15,59,72,1983947,61.6,Medium
V1480,OfficeMart Lanka,Mechanical Parts,Industrial Components,5500,84,46,75,17,41,51,1447319,57.2,High
V1481,TechGlobal Solutions,Office Supplies,Ink Cartridges,5300,63,97,73,15,40,72,1626830,65.1,Medium
V1482,TechGlobal Solutions,Mechanical Parts,Bearings,29800,94,89,80,6,74,77,3612826,83.55,Low
V1483,Elite Office Solutions,IT Equipment,Computer Accessories,8550,44,50,68,15,57,89,1961229,51.0,High
V1484,SmartTech Distributors,IT Equipment,Laptop Computers,158700,81,61,85,4,47,87,1048213,69.9,Medium
V1485,Lanka Industrial Suppliers,Furniture,Office Chairs,71350,95,72,62,15,84,66,3250669,73.45,Medium
V1486,Lanka Industrial Suppliers,Safety Equipment,Protective Gloves,3300,92,72,65,17,63,54,2701094,68.1,Medium
V1487,SmartTech Distributors,Office Supplies,Office Consumables,3800,66,95,45,19,100,95,1337479,69.75,Medium
V1488,SmartTech Distributors,Mechanical Parts,Machine Components,74350,63,80,67,5,55,64,2177141,67.65,Medium
V1489,Prime Stationery Traders,Raw Materials,Plastic Materials,3350,93,50,69,20,72,84,287005,63.95,Medium
V1490,Prime Stationery Traders,Furniture,Storage Cabinets,34800,75,57,94,0,50,48,4356463,71.8,Medium
V1491,Alpha IT Systems,Furniture,Meeting Tables,137600,91,75,83,8,94,96,1842545,82.9,Low
V1492,SmartTech Distributors,Electrical Items,LED Lighting,4500,97,89,71,15,83,53,3246056,79.8,Medium
